tourney_id;tourney_name;surface;draw_size;tourney_level;indoor;tourney_date;match_num;winner_id;winner_seed;winner_entry;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;winner_rank;winner_rank_points;loser_id;loser_seed;loser_entry;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;loser_rank;loser_rank_points;score;best_of;round;minutes;w_ace;w_df;w_svpt;w_1stIn;w_1stWon;w_2ndWon;w_SvGms;w_bpSaved;w_bpFaced;l_ace;l_df;l_svpt;l_1stIn;l_1stWon;l_2ndWon;l_SvGms;l_bpSaved;l_bpFaced;source_year;source_file;source_url
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260608;1,0;BM95;;Q;Benjamin Bonzi;R;183,0;FRA;29,996;99,0;629,0;R0KD;;WC;Mees Rottgering;L;180,0;NED;18,921;464,0;101,0;6-4 6-4;3;R32;81,0;6,0;2,0;57,0;38,0;29,0;8,0;10,0;0,0;2,0;2,0;3,0;58,0;34,0;20,0;11,0;10,0;5,0;9,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260608;2,0;BT72;;;Nuno Borges;R;185,0;POR;29,298;50,0;970,0;A0GC;;;Terence Atmane;L;193,0;FRA;24,411;53,0;948,0;6-4 6-4;3;R32;66,0;2,0;0,0;47,0;32,0;28,0;12,0;10,0;0,0;0,0;13,0;2,0;61,0;37,0;30,0;9,0;10,0;4,0;6,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260608;3,0;O0A2;;Q;Gauthier Onclin;R;180,0;BEL;25,279;186,0;318,0;M0CI;;;Fabian Marozsan;R;193,0;HUN;26,667;61,0;895,0;7-6(6) 6-3;3;R32;96,0;4,0;2,0;69,0;40,0;33,0;16,0;11,0;4,0;5,0;11,0;1,0;72,0;43,0;36,0;8,0;10,0;2,0;4,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260608;3,0;HH26;5,0;;Ugo Humbert;L;188,0;FRA;27,951;33,0;1370,0;Y218;;Q;Elias Ymer;R;185,0;SWE;30,16;184,0;328,0;6-4 6-3;3;R32;62,0;6,0;5,0;46,0;26,0;25,0;15,0;10,0;0,0;0,0;4,0;0,0;50,0;33,0;24,0;8,0;9,0;0,0;2,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260608;4,0;C977;;;Marin Cilic;R;198,0;CRO;37,692;47,0;994,0;SU55;7;;Denis Shapovalov;L;185,0;CAN;27,149;42,0;1130,0;6-7(5) 6-4 7-5;3;R32;163,0;5,0;3,0;102,0;62,0;47,0;18,0;17,0;2,0;7,0;9,0;8,0;105,0;63,0;38,0;22,0;17,0;3,0;10,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260609;4,0;H997;;;Yannick Hanfmann;R;193,0;GER;34,571;59,0;906,0;K0AZ;;;Aleksandar Kovacevic;R;183,0;USA;27,778;69,0;837,0;7-6(5) 7-6(4);3;R32;110,0;22,0;4,0;86,0;49,0;44,0;19,0;12,0;4,0;4,0;18,0;4,0;84,0;54,0;44,0;15,0;12,0;4,0;4,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260609;5,0;GC88;;;Marcos Giron;R;180,0;USA;32,876;88,0;705,0;BD06;;;Roberto Bautista Agut;R;183,0;ESP;38,152;116,0;542,0;7-6(3) 7-5;3;R32;101,0;15,0;0,0;75,0;51,0;41,0;14,0;12,0;3,0;4,0;4,0;1,0;72,0;48,0;33,0;16,0;12,0;4,0;6,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260609;6,0;SY67;;Q;Sho Shimabukuro;R;180,0;JPN;28,86;104,0;604,0;HB64;;;Quentin Halys;R;191,0;FRA;29,618;92,0;678,0;6-4 6-2;3;R32;56,0;6,0;1,0;44,0;24,0;21,0;12,0;9,0;0,0;1,0;8,0;4,0;56,0;32,0;19,0;11,0;9,0;4,0;8,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260609;5,0;D0DT;;Q;Martin Damm;L;203,0;USA;;114,0;548,0;MU94;;;Jaume Munar;R;183,0;ESP;29,095;44,0;1105,0;6-4 6-4;3;R32;73,0;12,0;1,0;59,0;41,0;33,0;10,0;10,0;1,0;1,0;7,0;1,0;54,0;36,0;32,0;5,0;10,0;1,0;3,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260609;7,0;TD51;6,0;;Frances Tiafoe;R;188,0;USA;28,383;26,0;1705,0;AE14;;;Daniel Altmaier;R;188,0;GER;27,74;85,0;740,0;7-6(3) 4-6 6-4;3;R32;146,0;6,0;3,0;96,0;63,0;50,0;18,0;16,0;7,0;9,0;15,0;6,0;110,0;67,0;53,0;19,0;16,0;9,0;11,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260609;8,0;D994;;;James Duckworth;R;183,0;AUS;34,382;79,0;762,0;D0LJ;;WC;Diego Dedura;L;180,0;GER;18,242;262,0;209,0;6-4 6-3;3;R32;73,0;7,0;0,0;55,0;31,0;27,0;15,0;10,0;1,0;1,0;0,0;2,0;61,0;42,0;28,0;9,0;9,0;7,0;9,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260609;9,0;H0BH;;;Rinky Hijikata;R;178,0;AUS;25,29;106,0;593,0;G0IB;;WC;Tom Gentzsch;R;191,0;GER;22,76;229,0;254,0;6-7(7) 7-6(2) 6-3;3;R32;140,0;5,0;5,0;112,0;66,0;53,0;29,0;17,0;4,0;5,0;25,0;1,0;108,0;78,0;65,0;8,0;16,0;5,0;7,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260609;10,0;SL28;;;Jan-Lennard Struff;R;193,0;GER;36,123;77,0;779,0;GK06;;Q;Alexis Galarneau;R;180,0;CAN;27,272;187,0;316,0;6-2 6-7(5) 6-3;3;R32;126,0;12,0;5,0;94,0;51,0;41,0;28,0;15,0;2,0;2,0;12,0;4,0;85,0;48,0;36,0;19,0;14,0;2,0;5,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260609;11,0;M0GZ;;;Giovanni Mpetshi Perricard;R;203,0;FRA;22,921;93,0;670,0;SX50;;LL;Roman Safiullin;R;185,0;RUS;28,838;135,0;460,0;7-5 6-7(4) 7-6(4);3;R32;140,0;28,0;4,0;108,0;75,0;61,0;18,0;18,0;0,0;1,0;12,0;4,0;113,0;79,0;61,0;18,0;18,0;3,0;5,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260609;6,0;Z371;;;Zhizhen Zhang;R;193,0;CHN;29,645;214,0;269,0;B0CD;;;Jenson Brooksby;R;193,0;USA;25,618;73,0;825,0;7-6(4) 5-7 6-1;3;R32;137,0;14,0;2,0;110,0;71,0;56,0;16,0;16,0;6,0;9,0;5,0;2,0;92,0;61,0;39,0;15,0;15,0;2,0;6,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260609;7,0;ME82;;;Adrian Mannarino;L;180,0;FRA;37,944;46,0;1031,0;D0F6;;;Gabriel Diallo;R;203,0;CAN;24,706;54,0;935,0;6-4 3-6 7-5;3;R32;150,0;4,0;4,0;89,0;48,0;32,0;24,0;15,0;5,0;9,0;7,0;2,0;100,0;73,0;46,0;11,0;16,0;8,0;13,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260610;12,0;B0GG;;;Mattia Bellucci;L;175,0;ITA;25,024;78,0;777,0;H997;;;Yannick Hanfmann;R;193,0;GER;34,574;59,0;906,0;7-5 6-7(4) 6-2;3;R16;149,0;13,0;6,0;102,0;67,0;50,0;22,0;16,0;6,0;6,0;12,0;1,0;98,0;60,0;46,0;20,0;16,0;6,0;9,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260610;13,0;M0GZ;;;Giovanni Mpetshi Perricard;R;203,0;FRA;22,924;93,0;670,0;O0A2;;Q;Gauthier Onclin;R;180,0;BEL;25,284;186,0;318,0;7-6(1) 6-2;3;R16;78,0;21,0;2,0;65,0;52,0;39,0;6,0;10,0;1,0;2,0;0,0;5,0;63,0;38,0;26,0;9,0;10,0;6,0;9,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260610;14,0;KE17;;WC;Nick Kyrgios;R;193,0;AUS;31,121;1092,0;10,0;MW02;8;;Corentin Moutet;L;180,0;FRA;27,143;36,0;1283,0;6-3 6-4;3;R32;68,0;8,0;1,0;57,0;48,0;40,0;3,0;10,0;0,0;0,0;5,0;2,0;50,0;28,0;23,0;10,0;9,0;1,0;3,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260610;8,0;M0OQ;;Q;James McCabe;R;188,0;AUS;22,932;233,0;248,0;BU13;8;;Zizou Bergs;R;185,0;BEL;27,02;40,0;1150,0;6-7(2) 6-2 7-6(4);3;R32;161,0;4,0;2,0;117,0;80,0;60,0;16,0;16,0;7,0;8,0;11,0;3,0;93,0;56,0;46,0;17,0;16,0;2,0;5,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260610;9,0;B0T6;;WC;Thijs Boogaard;R;183,0;;17,93;779,0;37,0;WB32;;;Yibing Wu;R;183,0;CHN;26,656;101,0;626,0;6-3 2-6 6-4;3;R32;115,0;11,0;5,0;87,0;54,0;42,0;17,0;14,0;6,0;8,0;5,0;3,0;79,0;46,0;40,0;13,0;13,0;4,0;6,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260610;10,0;MQ75;;;Kamil Majchrzak;R;183,0;POL;30,407;76,0;782,0;V0AM;;WC;Otto Virtanen;R;193,0;FIN;24,969;158,0;393,0;6-7(7) 6-4 7-6(4);3;R32;143,0;9,0;2,0;117,0;78,0;60,0;21,0;17,0;3,0;5,0;14,0;3,0;113,0;74,0;52,0;19,0;17,0;2,0;5,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260610;11,0;F724;;;Marton Fucsovics;R;188,0;HUN;34,335;75,0;819,0;HB71;;;Hubert Hurkacz;R;196,0;POL;29,325;96,0;640,0;3-6 7-6(5) 7-6(4);3;R32;127,0;6,0;1,0;100,0;62,0;50,0;27,0;16,0;3,0;4,0;15,0;3,0;120,0;77,0;60,0;26,0;17,0;7,0;7,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260610;12,0;GJ37;6,0;;Tallon Griekspoor;R;188,0;NED;29,938;41,0;1150,0;V812;;;Botic van de Zandschulp;R;191,0;NED;30,683;55,0;935,0;6-2 6-7(2) 6-4;3;R32;134,0;8,0;3,0;104,0;69,0;46,0;20,0;15,0;4,0;6,0;12,0;4,0;100,0;67,0;42,0;14,0;15,0;5,0;10,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260610;15,0;BK92;3,0;;Alexander Bublik;R;196,0;KAZ;28,98;11,0;2930,0;SL28;;;Jan-Lennard Struff;R;193,0;GER;36,126;77,0;779,0;7-6(3) 3-6 6-2;3;R16;103,0;22,0;2,0;76,0;48,0;45,0;15,0;14,0;2,0;3,0;17,0;5,0;99,0;54,0;44,0;22,0;15,0;5,0;7,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260610;13,0;DH58;2,0;;Alex de Minaur;R;183,0;AUS;27,31;6,0;3905,0;D0DT;;Q;Martin Damm;L;203,0;USA;;114,0;548,0;7-6(8) 7-5;3;R16;111,0;7,0;1,0;74,0;41,0;30,0;22,0;12,0;1,0;3,0;6,0;4,0;89,0;61,0;40,0;13,0;12,0;11,0;14,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260611;16,0;L0BV;4,0;;Jiri Lehecka;R;185,0;CZE;24,589;12,0;2575,0;D994;;;James Duckworth;R;183,0;AUS;34,387;79,0;762,0;6-7(8) 6-4 7-6(3);3;R16;146,0;16,0;2,0;105,0;67,0;56,0;27,0;17,0;2,0;2,0;11,0;5,0;114,0;70,0;52,0;29,0;17,0;1,0;2,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260611;17,0;TD51;6,0;;Frances Tiafoe;R;188,0;USA;28,389;26,0;1705,0;H0BH;;;Rinky Hijikata;R;178,0;AUS;25,295;106,0;593,0;6-4 6-4;3;R16;79,0;4,0;0,0;60,0;38,0;25,0;15,0;10,0;1,0;3,0;5,0;4,0;59,0;35,0;22,0;13,0;10,0;3,0;7,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260611;14,0;ME82;;;Adrian Mannarino;L;180,0;FRA;37,949;46,0;1031,0;RC91;4;;Arthur Rinderknech;R;196,0;FRA;30,886;24,0;1776,0;7-6(5) 3-6 6-3;3;R16;160,0;6,0;5,0;105,0;72,0;54,0;16,0;15,0;7,0;9,0;15,0;1,0;98,0;59,0;47,0;21,0;15,0;6,0;8,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260611;15,0;BM95;;Q;Benjamin Bonzi;R;183,0;FRA;30,004;99,0;629,0;HH26;5;;Ugo Humbert;L;188,0;FRA;27,959;33,0;1370,0;6-4 3-6 6-3;3;R16;115,0;6,0;1,0;84,0;55,0;44,0;13,0;14,0;2,0;3,0;7,0;5,0;82,0;50,0;40,0;16,0;14,0;4,0;6,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260611;16,0;Z371;;PR;Zhizhen Zhang;R;193,0;CHN;29,651;214,0;269,0;GJ37;6;;Tallon Griekspoor;R;188,0;NED;29,941;41,0;1150,0;7-6(5) 6-4;3;R16;91,0;11,0;0,0;68,0;48,0;37,0;15,0;11,0;2,0;2,0;2,0;3,0;73,0;51,0;38,0;12,0;11,0;2,0;3,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260611;17,0;MQ75;;;Kamil Majchrzak;R;183,0;POL;30,409;76,0;782,0;M0OQ;;Q;James McCabe;R;188,0;AUS;22,935;233,0;248,0;6-0 6-3;3;R16;54,0;4,0;0,0;43,0;27,0;22,0;12,0;8,0;1,0;1,0;3,0;1,0;42,0;25,0;13,0;7,0;7,0;3,0;7,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260611;18,0;SY67;;Q;Sho Shimabukuro;R;180,0;JPN;28,865;104,0;604,0;KE17;;WC;Nick Kyrgios;R;193,0;AUS;31,124;1092,0;10,0;4-6 7-6(5) 6-4;3;R16;112,0;13,0;5,0;96,0;55,0;48,0;22,0;16,0;0,0;1,0;22,0;2,0;94,0;71,0;56,0;11,0;16,0;0,0;1,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260611;18,0;AG37;1,0;;Felix Auger-Aliassime;R;193,0;CAN;25,84;4,0;4440,0;F724;;;Marton Fucsovics;R;188,0;HUN;34,338;75,0;819,0;6-3 6-4;3;R16;73,0;6,0;3,0;60,0;40,0;30,0;12,0;10,0;0,0;0,0;1,0;8,0;56,0;36,0;26,0;8,0;9,0;2,0;4,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260612;19,0;FB98;2,0;;Taylor Fritz;R;196,0;USA;28,621;9,0;3720,0;L0IL;;;Martin Landaluce;R;193,0;ESP;20,424;58,0;919,0;6-7(4) 7-5 7-6(3);3;R16;151,0;25,0;5,0;118,0;82,0;67,0;18,0;18,0;4,0;5,0;14,0;7,0;116,0;74,0;59,0;21,0;18,0;4,0;6,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260612;20,0;BK92;3,0;;Alexander Bublik;R;196,0;KAZ;28,986;11,0;2930,0;M0GZ;;;Giovanni Mpetshi Perricard;R;203,0;FRA;22,93;93,0;670,0;7-6(5) 7-6(3);3;QF;88,0;11,0;3,0;76,0;57,0;49,0;13,0;12,0;0,0;0,0;19,0;0,0;77,0;54,0;41,0;16,0;12,0;0,0;0,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260612;21,0;S0S1;1,0;;Ben Shelton;L;193,0;USA;23,674;5,0;3920,0;GC88;;;Marcos Giron;R;180,0;USA;32,884;88,0;705,0;6-7(4) 6-4 7-6(5);3;R16;158,0;14,0;2,0;112,0;77,0;55,0;25,0;17,0;5,0;6,0;11,0;2,0;104,0;65,0;51,0;22,0;17,0;1,0;3,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260612;19,0;MQ75;;;Kamil Majchrzak;R;183,0;POL;30,412;76,0;782,0;AG37;1;;Felix Auger-Aliassime;R;193,0;CAN;25,843;4,0;4440,0;6-4 6-3;3;QF;69,0;2,0;0,0;47,0;32,0;26,0;14,0;10,0;0,0;0,0;6,0;2,0;51,0;32,0;25,0;9,0;9,0;1,0;3,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260612;20,0;DH58;2,0;;Alex de Minaur;R;183,0;AUS;27,316;6,0;3905,0;BM95;;Q;Benjamin Bonzi;R;183,0;FRA;30,007;99,0;629,0;6-2 6-4;3;QF;68,0;4,0;2,0;52,0;34,0;25,0;12,0;9,0;1,0;1,0;2,0;2,0;54,0;33,0;23,0;8,0;9,0;4,0;7,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260612;21,0;ME82;;;Adrian Mannarino;L;180,0;FRA;37,952;46,0;1031,0;Z371;;PR;Zhizhen Zhang;R;193,0;CHN;29,654;214,0;269,0;7-6(4) 6-3;3;QF;104,0;12,0;0,0;69,0;47,0;42,0;9,0;11,0;2,0;2,0;5,0;1,0;62,0;44,0;33,0;8,0;10,0;1,0;2,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260612;22,0;MM58;3,0;;Daniil Medvedev;R;198,0;RUS;30,333;8,0;3760,0;B0T6;;WC;Thijs Boogaard;R;183,0;;17,936;779,0;37,0;6-3 4-6 7-6(6);3;R16;153,0;15,0;5,0;92,0;58,0;47,0;17,0;15,0;3,0;5,0;4,0;3,0;126,0;84,0;55,0;21,0;16,0;9,0;12,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260612;23,0;C977;;;Marin Cilic;R;198,0;CRO;37,703;47,0;994,0;BT72;;;Nuno Borges;R;185,0;POR;29,309;50,0;970,0;3-6 7-6(5) 6-3;3;R16;138,0;17,0;7,0;108,0;65,0;50,0;20,0;16,0;5,0;8,0;13,0;2,0;83,0;54,0;42,0;13,0;14,0;0,0;2,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260612;22,0;FB98;2,0;;Taylor Fritz;R;196,0;USA;28,621;9,0;3720,0;B0GG;;;Mattia Bellucci;L;175,0;ITA;25,029;78,0;777,0;5-7 7-5 7-5;3;QF;146,0;11,0;1,0;101,0;72,0;60,0;15,0;18,0;2,0;3,0;9,0;5,0;115,0;73,0;54,0;22,0;18,0;7,0;9,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260612;23,0;L0BV;4,0;;Jiri Lehecka;R;185,0;CZE;24,591;12,0;2575,0;TD51;6;;Frances Tiafoe;R;188,0;USA;28,392;26,0;1705,0;6-4 7-6(4);3;QF;85,0;12,0;0,0;65,0;38,0;34,0;18,0;11,0;3,0;3,0;4,0;2,0;68,0;47,0;34,0;13,0;11,0;4,0;5,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260613;24,0;FB98;2,0;;Taylor Fritz;R;196,0;USA;28,624;9,0;3720,0;BK92;3;;Alexander Bublik;R;196,0;KAZ;28,988;11,0;2930,0;6-4 6-4;3;SF;68,0;13,0;4,0;62,0;40,0;31,0;12,0;10,0;2,0;3,0;6,0;5,0;56,0;40,0;28,0;5,0;10,0;0,0;3,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260613;25,0;S0S1;1,0;;Ben Shelton;L;193,0;USA;23,677;5,0;3920,0;SY67;;Q;Sho Shimabukuro;R;180,0;JPN;28,871;104,0;604,0;4-6 6-3 6-4;3;QF;103,0;10,0;4,0;78,0;56,0;47,0;13,0;15,0;1,0;2,0;10,0;3,0;79,0;51,0;42,0;12,0;14,0;3,0;5,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260613;24,0;DH58;2,0;;Alex de Minaur;R;183,0;AUS;27,318;6,0;3905,0;ME82;;;Adrian Mannarino;L;180,0;FRA;37,955;46,0;1031,0;6-4 6-0;3;SF;80,0;5,0;4,0;51,0;29,0;21,0;10,0;8,0;2,0;4,0;0,0;1,0;59,0;42,0;16,0;8,0;8,0;5,0;11,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260613;25,0;MM58;3,0;;Daniil Medvedev;R;198,0;RUS;30,335;8,0;3760,0;C977;;;Marin Cilic;R;198,0;CRO;37,706;47,0;994,0;6-2 3-6 6-1;3;QF;110,0;4,0;2,0;62,0;42,0;32,0;11,0;12,0;3,0;5,0;5,0;1,0;91,0;60,0;36,0;12,0;12,0;6,0;11,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260613;26,0;S0S1;1,0;;Ben Shelton;L;193,0;USA;23,677;5,0;3920,0;L0BV;4;;Jiri Lehecka;R;185,0;CZE;24,594;12,0;2575,0;6-7(4) 7-6(14) 7-6(6);3;SF;172,0;21,0;2,0;123,0;90,0;68,0;25,0;18,0;4,0;4,0;17,0;2,0;137,0;89,0;72,0;24,0;18,0;5,0;5,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260613;26,0;MQ75;;;Kamil Majchrzak;R;183,0;POL;30,415;76,0;782,0;MM58;3;;Daniil Medvedev;R;198,0;RUS;30,335;8,0;3760,0;7-6(4) 6-1;3;SF;88,0;1,0;1,0;61,0;41,0;30,0;12,0;9,0;2,0;2,0;8,0;7,0;77,0;45,0;33,0;10,0;10,0;3,0;6,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-321;Stuttgart;Grass;28,0;250;O;20260614;27,0;S0S1;1,0;;Ben Shelton;L;193,0;USA;23,68;5,0;3920,0;FB98;2;;Taylor Fritz;R;196,0;USA;28,627;9,0;3720,0;6-4 2-6 6-4;3;F;108,0;9,0;4,0;89,0;62,0;46,0;11,0;14,0;9,0;11,0;14,0;0,0;68,0;44,0;37,0;16,0;14,0;1,0;3,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-440;'s-Hertogenbosch;Grass;28,0;250;O;20260614;27,0;MQ75;;;Kamil Majchrzak;R;183,0;POL;30,418;76,0;782,0;DH58;2;;Alex de Minaur;R;183,0;AUS;27,321;6,0;3905,0;6-3 2-6 7-6(5);3;F;145,0;4,0;1,0;106,0;73,0;47,0;14,0;15,0;2,0;6,0;3,0;4,0;100,0;56,0;33,0;29,0;14,0;6,0;9,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-500;Halle;Grass;32,0;500;O;20260615;1,0;T0HA;;;Learner Tien;L;180,0;USA;20,534;19,0;2270,0;S0VU;;WC;Max Schoenhaus;R;180,0;GER;18,872;336,0;158,0;6-2 6-4;3;R32;65,0;6,0;2,0;50,0;32,0;25,0;13,0;9,0;2,0;2,0;7,0;5,0;66,0;38,0;25,0;12,0;9,0;7,0;10,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-311;Queen's Club;Grass;32,0;500;O;20260615;1,0;PL56;8,0;;Tommy Paul;R;185,0;USA;29,079;28,0;1645,0;S0K7;;LL;Zachary Svajda;R;175,0;USA;23,543;69,0;835,0;7-5 6-3;3;R32;85,0;15,0;3,0;68,0;38,0;33,0;16,0;11,0;5,0;5,0;2,0;3,0;65,0;34,0;27,0;14,0;10,0;1,0;3,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-311;Queen's Club;Grass;32,0;500;O;20260615;2,0;SU55;;;Denis Shapovalov;L;185,0;CAN;27,168;41,0;1130,0;P0HT;;WC;Jack Pinnington Jones;R;180,0;GBR;23,211;147,0;409,0;6-4 4-6 7-6(3);3;R32;138,0;8,0;4,0;85,0;55,0;43,0;18,0;16,0;3,0;6,0;3,0;6,0;115,0;79,0;57,0;13,0;16,0;5,0;8,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-311;Queen's Club;Grass;32,0;500;O;20260615;3,0;V812;;;Botic van de Zandschulp;R;191,0;NED;30,697;56,0;935,0;W0AH;;Q;Harry Wendelken;R;178,0;GBR;24,49;224,0;258,0;6-4 7-6(5);3;R32;114,0;8,0;4,0;74,0;51,0;42,0;10,0;11,0;6,0;7,0;1,0;3,0;85,0;49,0;32,0;21,0;11,0;7,0;9,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-500;Halle;Grass;32,0;500;O;20260615;2,0;TD51;;;Frances Tiafoe;R;188,0;USA;28,4;26,0;1730,0;C0E9;6;;Flavio Cobolli;R;183,0;ITA;24,11;10,0;3540,0;6-2 7-6(4);3;R32;84,0;9,0;0,0;58,0;42,0;34,0;11,0;10,0;0,0;0,0;9,0;1,0;68,0;40,0;30,0;12,0;10,0;3,0;5,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
2026-500;Halle;Grass;32,0;500;O;20260615;3,0;AG37;2,0;;Felix Auger-Aliassime;R;193,0;CAN;25,851;4,0;4390,0;BT72;;;Nuno Borges;R;185,0;POR;29,317;54,0;945,0;6-3 3-6 6-3;3;R32;113,0;9,0;2,0;77,0;52,0;44,0;13,0;14,0;1,0;2,0;5,0;0,0;78,0;59,0;41,0;11,0;13,0;1,0;3,0;2026;2026.csv;https://stats.tennismylife.org/data/2026.csv
