player;credits;expected_points;rank_v13;seed;entry;ioc;real_draw_size;draw_size;bracket_size;r1_match;overall_elo;selected_surface_elo;peak_elo;recent_form;surface_form_60d;same_surface_ratio_60d;fatigue_load;minutes_30d;qualifier_momentum_raw;local_home_raw;matches_in_db
Marin Cilic;3,6;12,81;63;;;CRO;128;128;128;58;1795,6;1757,6;2100,4;0,3333333333333333;0,3333333333333333;0,75;0,2816507735215658;327,0;-0,05;0,0;99
Terence Atmane;5,2;12,53;64;;;FRA;128;128;128;22;1735,9;1708,3;1763,0;0,5;0,625;0,8;1,1034310355461054;798,0;0,0499999999999999;0,0;228
Christopher Oconnell;1,5;11,66;65;;Q;AUS;128;128;128;47;1657,1;1634,6;1814,1;0,0;0,0;0,0;-0,3;0,0;0,35;0,0;0
Jaime Faria;2,5;11,19;66;;;POR;128;128;128;64;1735,2;1599,1;1783,6;0,5833333333333334;0,625;0,4444444444444444;1,6840882241515127;1027,0;0,1;0,0;175
Adam Walton;2,9;10,79;67;;Q;AUS;128;128;128;31;1703,5;1661,8;1747,1;0,6666666666666666;0,5555555555555556;0,4736842105263157;1,0650554846755007;698,0;0,3799999999999999;0,0;251
Alexis Galarneau;1,0;10,69;68;;WC;CAN;128;128;128;34;1598,4;1547,5;1631,5;0,5833333333333334;0,5;0,5;0,4540451238305988;289,0;0,0;1,0;217
Juan Manuel Cerundolo;4,6;10,62;69;;;ARG;128;128;128;26;1794,7;1671,7;1813,6;0,5;0,6;0,3571428571428571;1,3627136158659567;518,0;0,0299999999999999;0,0;261
Adrian Mannarino;2,2;10,53;70;;;FRA;128;128;128;23;1677,2;1649,7;1896,3;0,3333333333333333;0,25;0,4444444444444444;0,2097559653968524;387,0;-0,15;0,0;233
Nicolas Mejia;1,0;9,85;71;;Q;COL;128;128;128;39;1584,7;1486,1;1588,9;0,6666666666666666;0,5;0,4444444444444444;1,809734947683387;1064,0;0,35;0,0;199
Mariano Navone;3,9;9,82;72;;;ARG;128;128;128;42;1817,5;1723,9;1875,9;0,4166666666666667;0,6;0,4545454545454545;0,7603815868837428;732,0;0,0299999999999999;0,0;234
Marcos Giron;2,0;9,18;73;;Q;USA;128;128;128;19;1726,3;1698,1;1874,1;0,5;0,5;0,5;0,3368640263496314;598,0;0,3;0,0;216
Mattia Bellucci;2,9;9,16;74;;;ITA;128;128;128;30;1708,7;1664,8;1814,3;0,5;0,3333333333333333;0,75;0,9395636715906092;375,0;-0,05;0,0;240
Lorenzo Sonego;4,5;8,24;75;;;ITA;128;128;128;2;1726,0;1699,6;1895,3;0,5;0,3333333333333333;0,3;0,3842743039742353;273,0;-0,05;0,0;202
Benjamin Bonzi;1,4;8,19;76;;Q;FRA;128;128;128;50;1728,6;1694,2;1835,8;0,5;0,5;0,8888888888888888;1,5046156096319296;965,0;0,32;0,0;224
