player;credits;expected_points;rank_v13;seed;entry;ioc;real_draw_size;draw_size;bracket_size;r1_match;overall_elo;selected_surface_elo;peak_elo;recent_form;surface_form_60d;same_surface_ratio_60d;fatigue_load;minutes_30d;qualifier_momentum_raw;local_home_raw;matches_in_db;player_norm;actual_matches_in_tournament;actual_wins;actual_points
Camilo Ugo Carabelli;3,2;7,79;92;;;ARG;128;128;128;27;1709,1;1596,6;1771,9;0,3333333333333333;0,25;0,4444444444444444;0,1820592331340281;397,0;-0,05;0,0;309;camilo ugo carabelli;17;0;0,0
Alexei Popyrin;3,3;7,63;93;;;AUS;128;128;128;3;1727,4;1668,2;1902,2;0,3333333333333333;0,5;0,8888888888888888;0,2502306597343959;572,0;-0,075;0,0;241;alexei popyrin;17;0;0,0
Jan Choinski;1,0;7,01;94;;;GBR;128;128;128;15;1714,3;1570,5;1740,3;0,6666666666666666;0,0;0,1875;0,9540203687564508;383,0;-0,15;0,0;266;jan choinski;17;0;0,0
Pablo Carreno Busta;3,4;6,95;95;;;ESP;128;128;128;53;1782,8;1730,3;2005,1;0,4166666666666667;0,25;0,4;0,3704167718609434;368,0;-0,05;0,0;205;pablo carreno busta;17;0;0,0
Marton Fucsovics;3,6;6,86;96;;;HUN;128;128;128;43;1751,1;1706,2;1924,2;0,3;0,0;0,4;-0,2324243030764114;86,0;-0,15;0,0;241;marton fucsovics;17;0;0,0
Sebastian Baez;3,6;6,58;97;;;ARG;128;128;128;41;1780,3;1737,4;1941,4;0,5833333333333334;0,6;0,5882352941176471;1,4480717210328815;921,0;0,0499999999999999;0,0;288;sebastian baez;17;0;0,0
Adolfo Daniel Vallejo;2,4;6,55;98;;;PAR;128;128;128;23;1719,3;1561,4;1780,4;0,5;0,4285714285714285;0,4666666666666667;0,7906709012065429;586,0;0,0299999999999999;0,0;185;adolfo daniel vallejo;17;0;0,0
Jack Kennedy;1,0;6,24;100;;WC;USA;128;128;128;55;1527,3;1409,9;1633,6;0,5;0,5;1,0;-0,3;0,0;0,05;1,0;18;jack kennedy;17;0;0,0
Juan Manuel Cerundolo;5,1;5,87;101;;;ARG;128;128;128;12;1806,6;1707,2;1813,6;0,5833333333333334;0,625;0,5714285714285714;2,392360510434305;844,0;0,0499999999999999;0,0;308;juan manuel cerundolo;17;0;0,0
Carlos Taberner;1,0;5,78;102;;;ESP;128;128;128;13;1600,0;1439,8;1725,0;0,5714285714285714;0,0;0,0;0,2537952626001308;715,0;0,0499999999999999;0,0;224;carlos taberner;17;0;0,0
Roman Safiullin;2,1;5,5;103;;;;128;128;128;64;1807,2;1736,8;1911,3;0,75;0,5;0,3636363636363636;0,7046534015173912;408,0;0,0;0,0;256;roman safiullin;17;0;0,0
Harry Wendelken;1,0;5,28;104;;Q;GBR;128;128;128;5;1532,0;1536,4;1641,5;0,5833333333333334;0,6666666666666666;0,9;3,205147010317539;1123,0;0,4499999999999999;0,0;65;harry wendelken;17;0;0,0
Tallon Griekspoor;6,8;5,1;105;;;NED;128;128;128;49;1793,6;1782,5;1951,8;0,4166666666666667;0,6;0,8333333333333334;0,0512152559468238;466,0;0,0;0,0;271;tallon griekspoor;17;0;0,0
Dane Sweeny;1,0;4,78;106;;;AUS;128;128;128;7;1457,8;1412,1;1645,7;0,3333333333333333;0,1666666666666666;0,6;0,0837781402180768;380,0;-0,15;0,0;161;dane sweeny;17;0;0,0
Sho Shimabukuro;1,3;4,62;107;;;JPN;128;128;128;36;1635,7;1575,8;1692,5;0,3333333333333333;0,2857142857142857;0,875;0,5684681260107274;679,0;-0,075;0,0;243;sho shimabukuro;17;0;0,0
Roman Andres Burruchaga;1,5;4,47;109;;;ARG;128;128;128;18;1693,7;1514,0;1764,5;0,4166666666666667;0,0;0,25;0,0958750179544727;360,0;-0,15;0,0;292;roman andres burruchaga;17;0;0,0
Adrian Mannarino;2,5;4,41;110;;;FRA;128;128;128;58;1671,7;1644,3;1896,3;0,3333333333333333;0,2;0,5555555555555556;0,4915170223029805;417,0;-0,15;0,0;297;adrian mannarino;17;0;0,0
Coleman Wong;1,0;3,67;111;;Q;HKG;128;128;128;60;1648,4;1634,6;1730,8;0,75;0,7222222222222222;0,9473684210526316;2,2122835846580275;1255,0;0,4499999999999999;0,0;216;coleman wong;17;0;0,0
